"signature","type","channel","fraction"
"CN2","1","1:LOH:1Mb-10Mb",0.001023764
"CN2","1","1:LOH:10Mb-40Mb",0.000483364
"CN2","1","1:LOH:>40Mb",0.000124322
"CN2","2","2:LOH:0-100kb",0.002488917
"CN2","2","2:LOH:100kb-1Mb",0.019464869
"CN2","2","2:LOH:1Mb-10Mb",0.033551543
"CN2","2","2:LOH:10Mb-40Mb",0.052291175
"CN2","2","2:LOH:>40Mb",0.06737476
"CN2","3-4","3-4:LOH:0-100kb",0.002717402
"CN2","3-4","3-4:LOH:100kb-1Mb",0.013819445
"CN2","3-4","3-4:LOH:1Mb-10Mb",0.012471389
"CN2","3-4","3-4:LOH:10Mb-40Mb",0.010631239
"CN2","3-4","3-4:LOH:>40Mb",0.017426922
"CN2","5-8","5-8:LOH:0-100kb",0.001689411
"CN2","5-8","5-8:LOH:100kb-1Mb",0.003416253
"CN2","5-8","5-8:LOH:1Mb-10Mb",0.004495306
"CN2","5-8","5-8:LOH:10Mb-40Mb",0.002756042
"CN2","5-8","5-8:LOH:>40Mb",0.010089624
"CN2","9+","9+:LOH:0-100kb",0.000520196
"CN2","9+","9+:LOH:100kb-1Mb",0.000668643
"CN2","9+","9+:LOH:1Mb-10Mb",0.000828997
"CN2","9+","9+:LOH:10Mb-40Mb",0.000350903
"CN2","9+","9+:LOH:>40Mb",0.000712768
"CN2","2","2:het:0-100kb",0.001077283
"CN2","2","2:het:100kb-1Mb",0.001448575
"CN2","2","2:het:1Mb-10Mb",0.000571468
"CN2","2","2:het:10Mb-40Mb",0.00040127
"CN2","2","2:het:>40Mb",1.62e-06
"CN2","3-4","3-4:het:0-100kb",0.001301613
"CN2","3-4","3-4:het:100kb-1Mb",0.01521748
"CN2","3-4","3-4:het:1Mb-10Mb",0.05815643
"CN2","3-4","3-4:het:10Mb-40Mb",0.135200883
"CN2","3-4","3-4:het:>40Mb",0.390284779
"CN2","5-8","5-8:het:0-100kb",0.001717201
"CN2","5-8","5-8:het:100kb-1Mb",0.011630412
"CN2","5-8","5-8:het:1Mb-10Mb",0.019335548
"CN2","5-8","5-8:het:10Mb-40Mb",0.025641671
"CN2","5-8","5-8:het:>40Mb",0.044174807
"CN2","9+","9+:het:0-100kb",0.000991451
"CN2","9+","9+:het:100kb-1Mb",0.00324101
"CN2","9+","9+:het:1Mb-10Mb",0.003779865
"CN2","9+","9+:het:10Mb-40Mb",0.001908404
"CN2","9+","9+:het:>40Mb",0.00209996
"CN3","0","0:homdel:0-100kb",0.064044243
"CN3","0","0:homdel:100kb-1Mb",0.00640384
"CN3","0","0:homdel:>1Mb",0.013033431
"CN3","1","1:LOH:0-100kb",0.062213582
"CN3","1","1:LOH:100kb-1Mb",0.012614821
"CN3","1","1:LOH:1Mb-10Mb",0.019283461
"CN3","1","1:LOH:10Mb-40Mb",0.0087199
"CN3","1","1:LOH:>40Mb",0.00409212
"CN3","2","2:LOH:0-100kb",0.00138849
"CN3","2","2:LOH:100kb-1Mb",0.033835141
"CN3","2","2:LOH:1Mb-10Mb",0.018990581
"CN3","2","2:LOH:10Mb-40Mb",0.00267497
"CN3","2","2:LOH:>40Mb",8.24e-05
"CN3","3-4","3-4:LOH:0-100kb",0.0027191
"CN3","3-4","3-4:LOH:100kb-1Mb",0.023811221
"CN3","3-4","3-4:LOH:1Mb-10Mb",0.034367671
"CN3","3-4","3-4:LOH:10Mb-40Mb",0.021891551
"CN3","3-4","3-4:LOH:>40Mb",0.025294791
"CN3","5-8","5-8:LOH:0-100kb",5.3e-07
"CN3","5-8","5-8:LOH:100kb-1Mb",0.00256956
"CN3","5-8","5-8:LOH:1Mb-10Mb",0.0055492
"CN3","5-8","5-8:LOH:10Mb-40Mb",7.1e-07
"CN3","5-8","5-8:LOH:>40Mb",0.00535955
"CN3","9+","9+:LOH:0-100kb",7.1e-07
"CN3","9+","9+:LOH:100kb-1Mb",0.00216196
"CN3","9+","9+:LOH:1Mb-10Mb",0.0022066
"CN3","9+","9+:LOH:10Mb-40Mb",0.0021129
"CN3","9+","9+:LOH:>40Mb",0.00092755
"CN3","2","2:het:0-100kb",0.020851501
"CN3","2","2:het:100kb-1Mb",0.01137198
"CN3","2","2:het:1Mb-10Mb",0.023632351
"CN3","2","2:het:10Mb-40Mb",0.024327821
"CN3","2","2:het:>40Mb",0.022788761
"CN3","3-4","3-4:het:0-100kb",0.016759401
"CN3","3-4","3-4:het:100kb-1Mb",0.042647992
"CN3","3-4","3-4:het:1Mb-10Mb",0.027620611
"CN3","3-4","3-4:het:10Mb-40Mb",0.018505441
"CN3","3-4","3-4:het:>40Mb",1.8e-07
"CN3","5-8","5-8:het:0-100kb",0.00551728
"CN3","5-8","5-8:het:100kb-1Mb",0.039523742
"CN3","5-8","5-8:het:1Mb-10Mb",0.162603387
"CN3","5-8","5-8:het:10Mb-40Mb",0.122266015
"CN3","5-8","5-8:het:>40Mb",0.076936563
"CN3","9+","9+:het:0-100kb",0.00254618
"CN3","9+","9+:het:100kb-1Mb",0.00174383
"CN3","9+","9+:het:1Mb-10Mb",7.1e-07
"CN3","9+","9+:het:10Mb-40Mb",0.00197462
"CN3","9+","9+:het:>40Mb",0.00203108
"CN4","0","0:homdel:0-100kb",0.00096628
"CN4","0","0:homdel:100kb-1Mb",0.00021955
"CN4","0","0:homdel:>1Mb",6.12e-05
"CN4","1","1:LOH:0-100kb",0.056150771
"CN4","1","1:LOH:100kb-1Mb",0.247798925
"CN4","1","1:LOH:1Mb-10Mb",0.083369342
"CN4","1","1:LOH:10Mb-40Mb",0.00010096
"CN4","1","1:LOH:>40Mb",0.00230378
"CN4","2","2:LOH:0-100kb",0.0141463
"CN4","2","2:LOH:100kb-1Mb",0.040089381
"CN4","2","2:LOH:1Mb-10Mb",0.00618009
"CN4","2","2:LOH:10Mb-40Mb",0.00024516
"CN4","2","2:LOH:>40Mb",0.00241502
"CN4","3-4","3-4:LOH:0-100kb",0.01402566
"CN4","3-4","3-4:LOH:100kb-1Mb",0.01144021
"CN4","3-4","3-4:LOH:1Mb-10Mb",0.00010785
"CN4","3-4","3-4:LOH:10Mb-40Mb",1e-07
"CN4","3-4","3-4:LOH:>40Mb",1.3e-07
"CN4","5-8","5-8:LOH:0-100kb",0.025527171
"CN4","5-8","5-8:LOH:100kb-1Mb",0.00169273
"CN4","5-8","5-8:LOH:1Mb-10Mb",1.9e-07
"CN4","5-8","5-8:LOH:10Mb-40Mb",1.31e-05
"CN4","5-8","5-8:LOH:>40Mb",1.4e-07
"CN4","9+","9+:LOH:0-100kb",1.06e-05
"CN4","9+","9+:LOH:100kb-1Mb",2.8e-07
"CN4","9+","9+:LOH:1Mb-10Mb",2.8e-07
"CN4","9+","9+:LOH:10Mb-40Mb",2.8e-07
"CN4","9+","9+:LOH:>40Mb",2.8e-07
"CN4","2","2:het:0-100kb",0.00018321
"CN4","2","2:het:100kb-1Mb",0.0009306
"CN4","2","2:het:1Mb-10Mb",0.00124271
"CN4","2","2:het:10Mb-40Mb",0.00653021
"CN4","2","2:het:>40Mb",0.047210821
"CN4","3-4","3-4:het:0-100kb",0.028397721
"CN4","3-4","3-4:het:100kb-1Mb",0.203288654
"CN4","3-4","3-4:het:1Mb-10Mb",0.055675991
"CN4","3-4","3-4:het:10Mb-40Mb",0.00340995
"CN4","3-4","3-4:het:>40Mb",0.00472731
"CN4","5-8","5-8:het:0-100kb",0.068606241
"CN4","5-8","5-8:het:100kb-1Mb",0.056865761
"CN4","5-8","5-8:het:1Mb-10Mb",0.01134511
"CN4","5-8","5-8:het:10Mb-40Mb",0.00463152
"CN4","5-8","5-8:het:>40Mb",1e-08
"CN4","9+","9+:het:0-100kb",5.16e-05
"CN4","9+","9+:het:100kb-1Mb",2.15e-05
"CN4","9+","9+:het:1Mb-10Mb",2.6e-07
"CN4","9+","9+:het:10Mb-40Mb",2.4e-07
"CN4","9+","9+:het:>40Mb",1.47e-05
"CN5","0","0:homdel:0-100kb",0.02582249
"CN5","0","0:homdel:100kb-1Mb",0.02499357
"CN5","0","0:homdel:>1Mb",0.0038887
"CN5","1","1:LOH:0-100kb",0.015829115
"CN5","1","1:LOH:100kb-1Mb",0.02654494
"CN5","1","1:LOH:1Mb-10Mb",0.00135803
"CN5","1","1:LOH:10Mb-40Mb",0.000573685
"CN5","1","1:LOH:>40Mb",8.1e-05
"CN5","2","2:LOH:0-100kb",0.0133515
"CN5","2","2:LOH:100kb-1Mb",0.255496412
"CN5","2","2:LOH:1Mb-10Mb",0.264575824
"CN5","2","2:LOH:10Mb-40Mb",0.067065891
"CN5","2","2:LOH:>40Mb",0.01961649
"CN5","3-4","3-4:LOH:0-100kb",0.005480255
"CN5","3-4","3-4:LOH:100kb-1Mb",0.02685577
"CN5","3-4","3-4:LOH:1Mb-10Mb",0.029519046
"CN5","3-4","3-4:LOH:10Mb-40Mb",0.00455209
"CN5","3-4","3-4:LOH:>40Mb",0.00073589
"CN5","5-8","5-8:LOH:0-100kb",0.00066453
"CN5","5-8","5-8:LOH:100kb-1Mb",0.000652505
"CN5","5-8","5-8:LOH:1Mb-10Mb",0.000278185
"CN5","5-8","5-8:LOH:10Mb-40Mb",0.000125705
"CN5","5-8","5-8:LOH:>40Mb",9.88e-05
"CN5","9+","9+:LOH:0-100kb",0.001312595
"CN5","9+","9+:LOH:100kb-1Mb",0.00330625
"CN5","9+","9+:LOH:1Mb-10Mb",0.000649225
"CN5","9+","9+:LOH:10Mb-40Mb",1.51e-05
"CN5","9+","9+:LOH:>40Mb",1.23e-05
"CN5","2","2:het:0-100kb",0.00173387
"CN5","2","2:het:100kb-1Mb",0.00835966
"CN5","2","2:het:1Mb-10Mb",0.04798882
"CN5","2","2:het:10Mb-40Mb",0.04018991
"CN5","2","2:het:>40Mb",6.15e-07
"CN5","3-4","3-4:het:0-100kb",0.004295095
"CN5","3-4","3-4:het:100kb-1Mb",0.027386325
"CN5","3-4","3-4:het:1Mb-10Mb",0.015401125
"CN5","3-4","3-4:het:10Mb-40Mb",0.02038458
"CN5","3-4","3-4:het:>40Mb",0.002974155
"CN5","5-8","5-8:het:0-100kb",0.003368305
"CN5","5-8","5-8:het:100kb-1Mb",0.007209015
"CN5","5-8","5-8:het:1Mb-10Mb",0.008309545
"CN5","5-8","5-8:het:10Mb-40Mb",0.00097313
"CN5","5-8","5-8:het:>40Mb",0.00127684
"CN5","9+","9+:het:0-100kb",0.003029025
"CN5","9+","9+:het:100kb-1Mb",0.00738562
"CN5","9+","9+:het:1Mb-10Mb",0.00611754
"CN5","9+","9+:het:10Mb-40Mb",6.79e-05
"CN5","9+","9+:het:>40Mb",9.3e-05
"CN6","0","0:homdel:0-100kb",0.0034925
"CN6","0","0:homdel:100kb-1Mb",0.007550309
"CN6","0","0:homdel:>1Mb",0.00133617
"CN6","1","1:LOH:0-100kb",0.00595583
"CN6","1","1:LOH:100kb-1Mb",0.010520759
"CN6","1","1:LOH:1Mb-10Mb",0.00099151
"CN6","1","1:LOH:10Mb-40Mb",0.00040994
"CN6","1","1:LOH:>40Mb",0.00017917
"CN6","2","2:LOH:0-100kb",0.019251449
"CN6","2","2:LOH:100kb-1Mb",0.177292158
"CN6","2","2:LOH:1Mb-10Mb",0.116382852
"CN6","2","2:LOH:10Mb-40Mb",0.00632481
"CN6","2","2:LOH:>40Mb",0.00026093
"CN6","3-4","3-4:LOH:0-100kb",0.00505183
"CN6","3-4","3-4:LOH:100kb-1Mb",0.013510279
"CN6","3-4","3-4:LOH:1Mb-10Mb",0.00409704
"CN6","3-4","3-4:LOH:10Mb-40Mb",5.61e-05
"CN6","3-4","3-4:LOH:>40Mb",0.00032855
"CN6","5-8","5-8:LOH:0-100kb",0.00048949
"CN6","5-8","5-8:LOH:100kb-1Mb",0.00031046
"CN6","5-8","5-8:LOH:1Mb-10Mb",0.00021435
"CN6","5-8","5-8:LOH:10Mb-40Mb",0.00011771
"CN6","5-8","5-8:LOH:>40Mb",0.00030406
"CN6","9+","9+:LOH:0-100kb",0.00493142
"CN6","9+","9+:LOH:100kb-1Mb",0.00545954
"CN6","9+","9+:LOH:1Mb-10Mb",0.00086716
"CN6","9+","9+:LOH:10Mb-40Mb",1.27e-05
"CN6","9+","9+:LOH:>40Mb",3.4e-05
"CN6","2","2:het:0-100kb",0.0035614
"CN6","2","2:het:100kb-1Mb",0.00180746
"CN6","2","2:het:1Mb-10Mb",0.008628749
"CN6","2","2:het:10Mb-40Mb",0.008931519
"CN6","2","2:het:>40Mb",0.00200753
"CN6","3-4","3-4:het:0-100kb",0.009499469
"CN6","3-4","3-4:het:100kb-1Mb",0.205503726
"CN6","3-4","3-4:het:1Mb-10Mb",0.233334904
"CN6","3-4","3-4:het:10Mb-40Mb",0.062990656
"CN6","3-4","3-4:het:>40Mb",0.00240527
"CN6","5-8","5-8:het:0-100kb",0.00362532
"CN6","5-8","5-8:het:100kb-1Mb",0.00454924
"CN6","5-8","5-8:het:1Mb-10Mb",0.00205142
"CN6","5-8","5-8:het:10Mb-40Mb",0.00026427
"CN6","5-8","5-8:het:>40Mb",2.19e-05
"CN6","9+","9+:het:0-100kb",0.016700899
"CN6","9+","9+:het:100kb-1Mb",0.043428957
"CN6","9+","9+:het:1Mb-10Mb",0.00489714
"CN6","9+","9+:het:10Mb-40Mb",3.36e-05
"CN6","9+","9+:het:>40Mb",2.36e-05
"CN7","0","0:homdel:0-100kb",0
"CN7","0","0:homdel:100kb-1Mb",0
"CN7","0","0:homdel:>1Mb",0
"CN7","1","1:LOH:0-100kb",0.00011082
"CN7","1","1:LOH:100kb-1Mb",0.0050408
"CN7","1","1:LOH:1Mb-10Mb",7.44e-05
"CN7","1","1:LOH:10Mb-40Mb",2e-08
"CN7","1","1:LOH:>40Mb",0
"CN7","2","2:LOH:0-100kb",0.00277607
"CN7","2","2:LOH:100kb-1Mb",0.0045434
"CN7","2","2:LOH:1Mb-10Mb",0.00457336
"CN7","2","2:LOH:10Mb-40Mb",4.11e-05
"CN7","2","2:LOH:>40Mb",0
"CN7","3-4","3-4:LOH:0-100kb",0.00420447
"CN7","3-4","3-4:LOH:100kb-1Mb",0.0023279
"CN7","3-4","3-4:LOH:1Mb-10Mb",0.00021573
"CN7","3-4","3-4:LOH:10Mb-40Mb",7.9e-07
"CN7","3-4","3-4:LOH:>40Mb",6.74e-06
"CN7","5-8","5-8:LOH:0-100kb",0.00552275
"CN7","5-8","5-8:LOH:100kb-1Mb",0.00682636
"CN7","5-8","5-8:LOH:1Mb-10Mb",6.78e-05
"CN7","5-8","5-8:LOH:10Mb-40Mb",0
"CN7","5-8","5-8:LOH:>40Mb",4.93e-05
"CN7","9+","9+:LOH:0-100kb",0.00632901
"CN7","9+","9+:LOH:100kb-1Mb",0.02139771
"CN7","9+","9+:LOH:1Mb-10Mb",0.01464548
"CN7","9+","9+:LOH:10Mb-40Mb",6.1e-07
"CN7","9+","9+:LOH:>40Mb",2e-08
"CN7","2","2:het:0-100kb",0.00021658
"CN7","2","2:het:100kb-1Mb",0.00209292
"CN7","2","2:het:1Mb-10Mb",0.00016457
"CN7","2","2:het:10Mb-40Mb",0
"CN7","2","2:het:>40Mb",3.1e-07
"CN7","3-4","3-4:het:0-100kb",0.00362014
"CN7","3-4","3-4:het:100kb-1Mb",0.06003456
"CN7","3-4","3-4:het:1Mb-10Mb",0.12143735
"CN7","3-4","3-4:het:10Mb-40Mb",0.00493032
"CN7","3-4","3-4:het:>40Mb",0.00022509
"CN7","5-8","5-8:het:0-100kb",0.01467759
"CN7","5-8","5-8:het:100kb-1Mb",0.16196039
"CN7","5-8","5-8:het:1Mb-10Mb",0.21136197
"CN7","5-8","5-8:het:10Mb-40Mb",0.0048432
"CN7","5-8","5-8:het:>40Mb",0.00032996
"CN7","9+","9+:het:0-100kb",0.02554054
"CN7","9+","9+:het:100kb-1Mb",0.16018674
"CN7","9+","9+:het:1Mb-10Mb",0.14906452
"CN7","9+","9+:het:10Mb-40Mb",0.00053612
"CN7","9+","9+:het:>40Mb",2.25e-05
"CN8","0","0:homdel:0-100kb",0.00021626
"CN8","0","0:homdel:100kb-1Mb",0.000720975
"CN8","0","0:homdel:>1Mb",0.00026934
"CN8","1","1:LOH:0-100kb",0.000950405
"CN8","1","1:LOH:100kb-1Mb",0.00728363
"CN8","1","1:LOH:1Mb-10Mb",0.002204905
"CN8","1","1:LOH:10Mb-40Mb",0.00366415
"CN8","1","1:LOH:>40Mb",0.006089315
"CN8","2","2:LOH:0-100kb",0.01111584
"CN8","2","2:LOH:100kb-1Mb",0.0222829
"CN8","2","2:LOH:1Mb-10Mb",0.00829832
"CN8","2","2:LOH:10Mb-40Mb",0.00115938
"CN8","2","2:LOH:>40Mb",0.00013197
"CN8","3-4","3-4:LOH:0-100kb",0.00956472
"CN8","3-4","3-4:LOH:100kb-1Mb",0.004662895
"CN8","3-4","3-4:LOH:1Mb-10Mb",0.00349215
"CN8","3-4","3-4:LOH:10Mb-40Mb",0.002194095
"CN8","3-4","3-4:LOH:>40Mb",0.003399115
"CN8","5-8","5-8:LOH:0-100kb",0.010770475
"CN8","5-8","5-8:LOH:100kb-1Mb",0.009675285
"CN8","5-8","5-8:LOH:1Mb-10Mb",0.00215584
"CN8","5-8","5-8:LOH:10Mb-40Mb",0.001022835
"CN8","5-8","5-8:LOH:>40Mb",0.00145962
"CN8","9+","9+:LOH:0-100kb",0.022043315
"CN8","9+","9+:LOH:100kb-1Mb",0.028381515
"CN8","9+","9+:LOH:1Mb-10Mb",0.00809473
"CN8","9+","9+:LOH:10Mb-40Mb",2.53e-05
"CN8","9+","9+:LOH:>40Mb",0.00011179
"CN8","2","2:het:0-100kb",0.0010385
"CN8","2","2:het:100kb-1Mb",0.0008892
"CN8","2","2:het:1Mb-10Mb",0.002329035
"CN8","2","2:het:10Mb-40Mb",0.00267494
"CN8","2","2:het:>40Mb",0.002161405
"CN8","3-4","3-4:het:0-100kb",0.013551545
"CN8","3-4","3-4:het:100kb-1Mb",0.04139118
"CN8","3-4","3-4:het:1Mb-10Mb",0.026193135
"CN8","3-4","3-4:het:10Mb-40Mb",0.00495607
"CN8","3-4","3-4:het:>40Mb",0.02416852
"CN8","5-8","5-8:het:0-100kb",0.032617975
"CN8","5-8","5-8:het:100kb-1Mb",0.127337371
"CN8","5-8","5-8:het:1Mb-10Mb",0.061241481
"CN8","5-8","5-8:het:10Mb-40Mb",0.008361195
"CN8","5-8","5-8:het:>40Mb",0.004528565
"CN8","9+","9+:het:0-100kb",0.094947456
"CN8","9+","9+:het:100kb-1Mb",0.266746762
"CN8","9+","9+:het:1Mb-10Mb",0.110528846
"CN8","9+","9+:het:10Mb-40Mb",0.001809925
"CN8","9+","9+:het:>40Mb",0.001085855
"CN9","0","0:homdel:0-100kb",0.008181842
"CN9","0","0:homdel:100kb-1Mb",0.020999189
"CN9","0","0:homdel:>1Mb",0.009009219
"CN9","1","1:LOH:0-100kb",0.018583652
"CN9","1","1:LOH:100kb-1Mb",0.130807872
"CN9","1","1:LOH:1Mb-10Mb",0.159949199
"CN9","1","1:LOH:10Mb-40Mb",0.076229355
"CN9","1","1:LOH:>40Mb",0.027000693
"CN9","2","2:LOH:0-100kb",0.004119057
"CN9","2","2:LOH:100kb-1Mb",0.013774233
"CN9","2","2:LOH:1Mb-10Mb",0.011594393
"CN9","2","2:LOH:10Mb-40Mb",0.004945152
"CN9","2","2:LOH:>40Mb",0.002407305
"CN9","3-4","3-4:LOH:0-100kb",0.001833529
"CN9","3-4","3-4:LOH:100kb-1Mb",0.002848605
"CN9","3-4","3-4:LOH:1Mb-10Mb",0.00344351
"CN9","3-4","3-4:LOH:10Mb-40Mb",0.001390007
"CN9","3-4","3-4:LOH:>40Mb",0.001198601
"CN9","5-8","5-8:LOH:0-100kb",0.000375937
"CN9","5-8","5-8:LOH:100kb-1Mb",0.000836165
"CN9","5-8","5-8:LOH:1Mb-10Mb",0.000661617
"CN9","5-8","5-8:LOH:10Mb-40Mb",0.000376486
"CN9","5-8","5-8:LOH:>40Mb",0.000382635
"CN9","9+","9+:LOH:0-100kb",0.000759424
"CN9","9+","9+:LOH:100kb-1Mb",0.001234374
"CN9","9+","9+:LOH:1Mb-10Mb",0.000574562
"CN9","9+","9+:LOH:10Mb-40Mb",1.02e-05
"CN9","9+","9+:LOH:>40Mb",4.55e-06
"CN9","2","2:het:0-100kb",0.002813763
"CN9","2","2:het:100kb-1Mb",0.057456734
"CN9","2","2:het:1Mb-10Mb",0.159920321
"CN9","2","2:het:10Mb-40Mb",0.129543643
"CN9","2","2:het:>40Mb",0.006767871
"CN9","3-4","3-4:het:0-100kb",0.006686778
"CN9","3-4","3-4:het:100kb-1Mb",0.067471318
"CN9","3-4","3-4:het:1Mb-10Mb",0.043510864
"CN9","3-4","3-4:het:10Mb-40Mb",0.007530375
"CN9","3-4","3-4:het:>40Mb",0.002876185
"CN9","5-8","5-8:het:0-100kb",0.001719672
"CN9","5-8","5-8:het:100kb-1Mb",0.00135021
"CN9","5-8","5-8:het:1Mb-10Mb",0.001136105
"CN9","5-8","5-8:het:10Mb-40Mb",0.000468092
"CN9","5-8","5-8:het:>40Mb",0.000413552
"CN9","9+","9+:het:0-100kb",0.00168183
"CN9","9+","9+:het:100kb-1Mb",0.004252061
"CN9","9+","9+:het:1Mb-10Mb",0.000808817
"CN9","9+","9+:het:10Mb-40Mb",3.12e-05
"CN9","9+","9+:het:>40Mb",2.93e-05
"CN10","0","0:homdel:0-100kb",0.00779524
"CN10","0","0:homdel:100kb-1Mb",0.03122532
"CN10","0","0:homdel:>1Mb",0.00455881
"CN10","1","1:LOH:0-100kb",0.00879753
"CN10","1","1:LOH:100kb-1Mb",0.03974523
"CN10","1","1:LOH:1Mb-10Mb",0.01091525
"CN10","1","1:LOH:10Mb-40Mb",0.00290428
"CN10","1","1:LOH:>40Mb",0.00148398
"CN10","2","2:LOH:0-100kb",0.00635726
"CN10","2","2:LOH:100kb-1Mb",0.087823539
"CN10","2","2:LOH:1Mb-10Mb",0.131910499
"CN10","2","2:LOH:10Mb-40Mb",0.087069829
"CN10","2","2:LOH:>40Mb",0.01593395
"CN10","3-4","3-4:LOH:0-100kb",0.00743812
"CN10","3-4","3-4:LOH:100kb-1Mb",0.068455299
"CN10","3-4","3-4:LOH:1Mb-10Mb",0.096466639
"CN10","3-4","3-4:LOH:10Mb-40Mb",0.04754809
"CN10","3-4","3-4:LOH:>40Mb",0.01319828
"CN10","5-8","5-8:LOH:0-100kb",0.00260391
"CN10","5-8","5-8:LOH:100kb-1Mb",0.02207809
"CN10","5-8","5-8:LOH:1Mb-10Mb",0.02022345
"CN10","5-8","5-8:LOH:10Mb-40Mb",0.00679665
"CN10","5-8","5-8:LOH:>40Mb",0.00017289
"CN10","9+","9+:LOH:0-100kb",0.00018531
"CN10","9+","9+:LOH:100kb-1Mb",0.0029966
"CN10","9+","9+:LOH:1Mb-10Mb",0.00365022
"CN10","9+","9+:LOH:10Mb-40Mb",0.00044558
"CN10","9+","9+:LOH:>40Mb",9e-08
"CN10","2","2:het:0-100kb",0.00213926
"CN10","2","2:het:100kb-1Mb",0.00460283
"CN10","2","2:het:1Mb-10Mb",0.0006929
"CN10","2","2:het:10Mb-40Mb",0.00078362
"CN10","2","2:het:>40Mb",6e-08
"CN10","3-4","3-4:het:0-100kb",0.00557084
"CN10","3-4","3-4:het:100kb-1Mb",0.04177622
"CN10","3-4","3-4:het:1Mb-10Mb",0.086956359
"CN10","3-4","3-4:het:10Mb-40Mb",0.067579949
"CN10","3-4","3-4:het:>40Mb",1e-08
"CN10","5-8","5-8:het:0-100kb",0.00596208
"CN10","5-8","5-8:het:100kb-1Mb",0.04005666
"CN10","5-8","5-8:het:1Mb-10Mb",0.01210908
"CN10","5-8","5-8:het:10Mb-40Mb",0.00183866
"CN10","5-8","5-8:het:>40Mb",0
"CN10","9+","9+:het:0-100kb",0.00047103
"CN10","9+","9+:het:100kb-1Mb",0.0002512
"CN10","9+","9+:het:1Mb-10Mb",1e-08
"CN10","9+","9+:het:10Mb-40Mb",0.00012153
"CN10","9+","9+:het:>40Mb",0.00030777
"CN11","0","0:homdel:0-100kb",0.00161374
"CN11","0","0:homdel:100kb-1Mb",0.0059027
"CN11","0","0:homdel:>1Mb",0.00313081
"CN11","1","1:LOH:0-100kb",0.0027543
"CN11","1","1:LOH:100kb-1Mb",0.0062317
"CN11","1","1:LOH:1Mb-10Mb",0.01775071
"CN11","1","1:LOH:10Mb-40Mb",0.00184154
"CN11","1","1:LOH:>40Mb",5.75e-05
"CN11","2","2:LOH:0-100kb",0.00148901
"CN11","2","2:LOH:100kb-1Mb",0.01694496
"CN11","2","2:LOH:1Mb-10Mb",0.0439202
"CN11","2","2:LOH:10Mb-40Mb",0.02467614
