"source page","source page title","aetiology_short","aetiology_long","comment","Signature","SignatureVersion","IdentificationStudy","IdentificationStudyURL","ExperimentalValidationStudy","ExperimentalValidationURL","ProposedAetiologySupport","ValidatedInOrthogonalTechniques"
"https://cancer.sanger.ac.uk/signatures/cn/cn11/","COSMIC | CN11 - Mutational Signatures"," Unknown","CN11 is a focal LOH signature, indicating loss events before two genome doubling events. As such, CN11 is associated with twice-genome-doubled samples, and with regions of the genome that are LOH. In addition, CN11 is associated with the deletion rearrangement class (seeHadi et al., 2020).","CN11 is recurrently seen around tumour suppressor genes e.g. CDKN2A, RB1, TP53 and STK11 in combination with other focal LOH signatures.","CN11 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Unknown"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn12/","COSMIC | CN12 - Mutational Signatures"," Unknown","","CN12 is a focal LOH signature, that indicates chromosomal instability in conjunction with one genome doubling event. As such, CN12 is associated with regions of the genome that are LOH, with samples that are once-genome-doubled, and was observed in simulations of high CIN followed by whole genome doubling. CN12 is also associated with deletion and duplication rearrangement classes, (see Hadi et al., 2020) indicating chromosomal instability.","CN12 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Unknown"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn13/","COSMIC | CN13 - Mutational Signatures"," Chromosomal losses","CN13 is a chromosomal-scale LOH signature, indicating losses before a whole genome doubling event. As such, CN13 is associated with non-genome-doubled samples, and with regions of the genome that are LOH.","CN13 is also associated with increased hypoxia scores (see Eustace et al., 2013 & Yang et al., 2018), and with increased leucocyte fraction in lung squamous cell carcinoma (see Thorsson et al., 2018).","CN13 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Statistical association"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn14/","COSMIC | CN14 - Mutational Signatures"," Chromosomal losses","CN14 is a chromosomal LOH signature, indicating chromosomal- or arm-scale losses before a whole genome doubling event. As such, CN14 is associated with once-genome-doubled samples and with regions of the genome that are LOH.","In addition, CN14 is negatively associated with both the chromoplexy rearrangement class (see Hadi et al., 2020) and with regions of the genome called as chromothriptic in PCAWG (see PCAWG consortium, 2020). Additionally, CN14 is seen commonly in adrenocortical carcinoma and kidney chromophobe cancer, both of which display a characteristic chromosomal loss aneuploidy pattern.","CN14 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Statistical association"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn15/","COSMIC | CN15 - Mutational Signatures"," Chromosomal losses","CN15 is a chromosomal LOH signature, indicating chromosomal- or arm-scale losses before two whole genome doubling events. As such, CN15 is associated with samples that are twice-genome-doubled, and regions of the genome that are LOH. In addition, CN15 can be obtained by artificially genome doubling CN14.","Summary of the technical and experimental evidence available in the scientific literature regarding the validation of the mutational signature.","CN15 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Statistical association"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn16/","COSMIC | CN16 - Mutational Signatures"," Chromosomal losses","CN16 is a chromosomal LOH signature, indicating chromosomal- or arm-scale losses before two genome doubling events. CN16 is similar to CN15, but with retention of heterozygous large segments, indicating retained chromosomes. If there were a signature that appeared similar to the heterozygous portion of this signature, then CN16 would be decomposed into that signature and CN16, however, such genomically stable heterozygous segments are rare in twice-genome-doubled samples.","CN16 is negatively associated with scarHRD scores (a measure of genomic scars of homologous recombination deficiency, see Sztupinszki et al., 2018), and with chromothripsis calls in PCAWG (see PCAWG consortium, 2020).","CN16 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Statistical association"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn17/","COSMIC | CN17 - Mutational Signatures"," HR deficiency","CN17 is a signature of homologous recombination deficiency (HRD). Evidence for this comes from positive associations with mono- or bi-allelic losses of BRCA1, BRCA2, PALB2, FBXW7 and CDK12, a positive association with HR pathway abrogation more generally, and the strongest positive association with scarHRD scores (a score of genomic scars of homologous recombination deficiency, see Sztupinszki et al., 2018). In addition, CN17 associates with promoter hypermethylation of BRCA1 in breast cancer, and with SBS3 (a single base substitution signature associates with homologous recombination deficiency), ID6 (an indel signature associated with homologous recombination deficiency), and ID8 (an indel signature associated with non homologous end joining, which is often preferred when homologous recombination is unavailable) in whole-genome-sequencing derived signature assignments. In addition, CN17 is positively associated with SBS2 and SBS13 (single base substitution signatures associates with APOBEC activity, and often observed near rearrangements/double strand breaks) in exome-derived signature assignments. CN17 is further positively associates with TP53 mutations in multiple cancers. CN17 is also associated with deletion and duplication rearrangement classes (see Hadi et al., 2020), similar to other CIN signatures, and indeed, CN17 is observed in a minority of high CIN simulations.","The tandem duplicator phenotype is often seen in samples that are jointly mutated for BRCA1 and TP53; CN17 is enriched in tandem duplicator phenotype samples (see Menghi et al., 2018), is positively associates with TP53 mutation in multiple cancer types,","CN17 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Statistical association"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn18/","COSMIC | CN18 - Mutational Signatures"," Unknown","CN18 is a signature with unknown aetiology. However, this signature positively associates with scarHRD scores (a measure of genomic scars of homologous recombination deficiency, see Sztupinszki et al., 2018), and with hypoxia scores (see Eustace et al., 2013 & Yang et al., 2018). In addition, CN18 is associated with twice-genome-doubled samples, and was observed in simulations of CIN with two genome doubling events. Lastly CN18 associates with TP53 mutation in breast cancer.","Summary of the technical and experimental evidence available in the scientific literature regarding the validation of the mutational signature.","CN18 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Unknown"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn19/","COSMIC | CN19 - Mutational Signatures"," Unknown"," CN19 is a signature with unknown aetiology. However, CN19 is associated with high scarHRD scores (a measure of genomic scars of homologous recombination deficiency, see Sztupinszki et al., 2018), with the tandem duplicator phenotype (see Menghi et al., 2018), with the pyrgo rearrangement phenomenon (see Hadi et al., 2020) and with samples that are once-genome-doubled. ","In addition, CN19 is associated with poor prognosis in a pan-cancer multivariate association, and with patients with black ancestry as compared to those with white ancestry.","CN19 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Unknown"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn20/","COSMIC | CN20 - Mutational Signatures"," Unknown","CN20 is a signature with unknown aetiology. However, CN20 is associated with samples that are once-genome-doubled, with the pyrgo rearrangement phenomenon (see Hadi et al., 2020), with the tandem duplicator phenotype (see Menghi et al., 2018), and is observed in simulations of high CIN after genome doubling. ","CN20 is negatively associated with regions of the genome that are LOH, and is positively associated with tumours from patients with black ancestry as opposed to white ancestry.","CN20 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Unknown"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn21/","COSMIC | CN21 - Mutational Signatures"," Unknown","  ","CN21 is a signature with unknown aetiology.","CN21 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Unknown"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn22/","COSMIC | CN22 - Mutational Signatures"," Oversegmentation artefact","CN22 was found in samples that showed evidence of copy number profile oversegmentation, usually as a result of noisy SNP6 profiling.","Summary of the technical and experimental evidence available in the scientific literature regarding the validation of the mutational signature.","CN22 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Visual inspection of profiles"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn23/","COSMIC | CN23 - Mutational Signatures"," Oversegmentation artefact","CN23 was found in samples that showed evidence of copy number profile oversegmentation, usually as a result of noisy SNP6 profiling.","Summary of the technical and experimental evidence available in the scientific literature regarding the validation of the mutational signature.","CN23 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Visual inspection of profiles"," No"
"https://cancer.sanger.ac.uk/signatures/cn/cn24/","COSMIC | CN24 - Mutational Signatures"," Oversegmentation artefact","CN24 was found in samples that showed evidence of copy number profile oversegmentation, usually as a result of noisy SNP6 profiling.","Summary of the technical and experimental evidence available in the scientific literature regarding the validation of the mutational signature.","CN24 · GRCh37 · COSMIC v98","Mutational Signatures (v3.3 - June 2022)","Steele et al. 2022 Nature","https://doi.org/10.1038/s41586-022-04738-6","",""," Visual inspection of profiles"," No"
